t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0,KE_cube1,PEel_cube1,KE_cube2,PEel_cube2
0.0175,-0.006190745621897031,-0.09099295789079576,0.0,0.0005184147832933405,0.0562213507256058,0.00935414891999986,2.31753950160991e-35,0.00935414891999986,2.31753950160991e-35,0.00935414891999986,2.31753950160991e-35
0.018000000000000002,-0.0063170379361197765,-0.0918069721516364,0.0,0.0010471351269764285,0.05479967438604063,0.009881041567499851,2.3175393223724694e-35,0.009881041567499851,2.3175393223724694e-35,0.009881041567499851,2.3175393223724694e-35
0.0185,-0.006444406029087607,-0.09243790596127535,0.0,0.0017282863052026963,0.05299810473698554,0.010422369629999836,2.317539109492651e-35,0.010422369629999836,2.317539109492651e-35,0.010422369629999836,2.317539109492651e-35
0.019,-0.006573295647886682,-0.09289705080118806,0.0,0.002533300745859866,0.05085605508494204,0.010978133107499824,2.3175389538746665e-35,0.010978133107499824,2.3175389538746665e-35,0.010978133107499824,2.3175389538746665e-35
0.0195,-0.0067040481957090226,-0.09319759453011289,0.0,0.003429946727236243,0.04841860360716788,0.011548331999999913,2.3175388752103578e-35,0.011548331999999913,2.3175388752103578e-35,0.011548331999999913,2.3175388752103578e-35
0.02,-0.006836891383979846,-0.09335440704697258,0.0,0.0043835236711571,0.04573509306933561,0.012132966307500008,2.317538856184296e-35,0.012132966307500008,2.317538856184296e-35,0.012132966307500008,2.317538856184296e-35
0.0205,-0.006971934500710236,-0.09338381673981302,0.0,0.005358114264750362,0.04285765988435227,0.012732036030000051,2.3175388694052577e-35,0.012732036030000051,2.3175388694052577e-35,0.012732036030000051,2.3175388694052577e-35
0.021,-0.007109168023604798,-0.09330339155513534,0.0,0.006317844965727809,0.03983975506330244,0.0133455411675001,2.317538892268738e-35,0.0133455411675001,2.317538892268738e-35,0.0133455411675001,2.317538892268738e-35
0.021500000000000002,-0.0072484671683547275,-0.09313173384931125,0.0,0.0072281128731513065,0.03673470864780477,0.013973481720000151,2.3175389117436254e-35,0.013973481720000151,2.3175389117436254e-35,0.013973481720000151,2.3175389117436254e-35
0.022,-0.007389599025417956,-0.09288829311739051,0.0,0.008056742005985155,0.033594379023486796,0.014615857687500202,2.3175389232664577e-35,0.014615857687500202,2.3175389232664577e-35,0.014615857687500202,2.3175389232664577e-35
0.0225,-0.007532233030723534,-0.09259319612024433,0.0,0.00877503476421753,0.03046792111530252,0.015272669070000251,2.3175389274692028e-35,0.015272669070000251,2.3175389274692028e-35,0.015272669070000251,2.3175389274692028e-35
0.023,-0.007675954511570285,-0.09226709049545796,0.0,0.00935868609577479,0.027400702285611964,0.015943915867500307,2.3175389270475044e-35,0.015943915867500307,2.3175389270475044e-35,0.015943915867500307,2.3175389270475044e-35
0.0235,-0.007820280925844983,-0.09193099598827907,0.0,0.009788530721448429,0.024433390100984564,0.016629598080000366,2.3175389247161004e-35,0.016629598080000366,2.3175389247161004e-35,0.016629598080000366,2.3175389247161004e-35
0.024,-0.007964680231560231,-0.09160615702273144,0.0,0.01005109897798441,0.02160123069068551,0.01732971570750043,2.3175389223061973e-35,0.01732971570750043,2.3175389223061973e-35,0.01732971570750043,2.3175389223061973e-35
0.0245,-0.008108590669537175,-0.09131389124155619,0.0,0.010138964366318849,0.018933529955698702,0.018044268750000488,2.3175389206571354e-35,0.018044268750000488,2.3175389206571354e-35,0.018044268750000488,2.3175389206571354e-35
0.025,-0.00825144116967197,-0.09107543049284465,0.0,0.010050874663435088,0.016453343037235946,0.01877325720750055,2.3175389198926092e-35,0.01877325720750055,2.3175389198926092e-35,0.01877325720750055,2.3175389198926092e-35
0.025500000000000002,-0.008392671605234353,-0.0909117530637222,0.0,0.00979166717320347,0.014177371045282525,0.019516681080000618,2.317538919776924e-35,0.019516681080000618,2.317538919776924e-35,0.019516681080000618,2.317538919776924e-35
0.026000000000000002,-0.00853175218825905,-0.0908434082960054,0.0,0.009371976485543948,0.012116058519700365,0.02027454036750068,2.3175389199909838e-35,0.02027454036750068,2.3175389199909838e-35,0.02027454036750068,2.3175389199909838e-35
0.0265,-0.008668201383209936,-0.09089033668272625,0.0,0.008807749753710774,0.01027388033580327,0.02104683507000076,2.317538920282877e-35,0.02104683507000076,2.317538920282877e-35,0.02104683507000076,2.317538920282877e-35
0.027,-0.008801601792573041,-0.09107168988069678,0.0,0.00811959018700713,0.008649802338614107,0.021833565187500834,2.3175389205134847e-35,0.021833565187500834,2.3175389205134847e-35,0.021833565187500834,2.3175389205134847e-35
0.0275,-0.008931613536111938,-0.09140565566993314,0.0,0.007331954456093428,0.007237895517725468,0.022634730720000766,2.3175389206401655e-35,0.022634730720000766,2.3175389206401655e-35,0.022634730720000766,2.3175389206401655e-35
