t,total,PE_grav,PE_contact,KE_slab,PEel_slab,KE_cube0,PEel_cube0
1.6105,0.4221459907663144,0.4028419943488448,4.330620827844084e-05,1.9013592799364153e-16,0.0192579834716005,1.5386757202273033e-17,2.706737590461751e-06
1.611,0.42214599076631437,0.40284199389123826,4.3306209636896996e-05,3.115415597918482e-16,0.019257983927763407,2.518035868098263e-17,2.706737675480673e-06
1.6115,0.42214599076631437,0.4028419933381707,4.3306211266872874e-05,4.551002899649428e-16,0.019257984479098794,3.6754255458648375e-17,2.7067377774903105e-06
1.612,0.42214599076631426,0.4028419926950069,4.330621315270546e-05,6.154706390963008e-16,0.0192579851202585,4.9678061005867005e-17,2.706737895510432e-06
1.6125,0.42214599076631437,0.4028419919677855,4.3306215276745786e-05,7.868787443956283e-16,0.01925798584522283,6.348652955716484e-17,2.706738028430107e-06
1.613,0.4221459907663143,0.40284199116316316,4.330621761958356e-05,9.633111051093285e-16,0.019257986647355417,7.769531478543029e-17,2.7067381750730557e-06
1.6135,0.42214599076631437,0.4028419902883562,4.330622016030243e-05,1.1387114111802289e-15,0.01925798751946254,9.181680310313853e-17,2.706738334066953e-06
1.614,0.42214599076631426,0.40284198935107596,4.3306222876525925e-05,1.3071748573057312e-15,0.019257988453856345,1.0537552085005752e-16,2.7067385040231344e-06
1.6145,0.42214599076631426,0.402841988359463,4.330622574473399e-05,1.463134030638127e-15,0.019257989442421415,1.17923871931766e-16,2.7067386835366006e-06
1.615,0.42214599076631415,0.4028419873220168,4.330622874039061e-05,1.601530512067291e-15,0.01925799047668422,1.290543607127091e-16,2.70673887102264e-06
1.6155,0.4221459907663142,0.4028419862475246,4.330623183818889e-05,1.717966619895027e-15,0.01925799154788467,1.3841387287630424e-16,2.7067390648802054e-06
1.616,0.4221459907663142,0.4028419851449871,4.33062350122501e-05,1.8088336383264947e-15,0.01925799264704939,1.4571226851338885e-16,2.7067392634919123e-06
1.6165,0.4221459907663141,0.40284198402354465,4.3306238236200334e-05,1.8714119163595164e-15,0.019257993765065963,1.5073080758560335e-16,2.7067394652893864e-06
1.617,0.42214599076631415,0.4028419828924023,4.330624148369629e-05,1.903940832509048e-15,0.01925799489275757,1.533287829895144e-16,2.7067396685245444e-06
1.6175,0.42214599076631415,0.40284198176075464,4.3306244728409984e-05,1.905656836509522e-15,0.019257996020957447,1.534455155548553e-16,2.706739871563663e-06
1.618,0.4221459907663141,0.4028419806377125,4.330624794419722e-05,1.8767988521420006e-15,0.01925799714058258,1.5110058352128294e-16,2.706740072805694e-06
1.6185,0.4221459907663141,0.40284197953223005,4.3306251105490684e-05,1.8185813388920293e-15,0.01925799824270594,1.4639277529116098e-16,2.7067402706332503e-06
1.619,0.42214599076631404,0.40284197845303443,4.3306254187315295e-05,1.7331369913845676e-15,0.019257999318626897,1.3949410184811932e-16,2.7067404635106323e-06
1.6195,0.4221459907663139,0.4028419774085576,4.330625716572213e-05,1.6234309432072214e-15,0.01925800035993898,1.306442773133813e-16,2.7067406499184758e-06
1.62,0.42214599076631404,0.4028419764068715,4.3306260017742446e-05,1.493150146756956e-15,0.019258001358594755,1.2014039818083766e-16,2.7067408283864297e-06
