t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4
0.078,12.072591,0,3.9013433,1.4305115,1.599532,1.8928758,3.4781352
0.0785,11.877596,0,2.9234322,1.4240673,1.592743,1.8854902,3.4422963
0.079,11.689652,0,2.1481094,1.4176419,1.5859693,1.8781195,3.407909
0.0795,11.508197,0,1.5815533,1.4112496,1.5792097,1.870763,3.3755571
0.08,11.33274,0,1.2189092,1.404875,1.5724644,1.8634207,3.3451255
0.0805,11.162847,0,1.042704,1.3985123,1.5657336,1.8560931,3.3159477
0.081,10.998131,0,1.0250635,1.392164,1.5590174,1.84878,3.2871117
0.0815,10.838246,0,1.1343612,1.3858312,1.5523157,1.8414814,3.2577988
0.082,10.682879,0,1.3439104,1.379513,1.5456284,1.8341971,3.2275371
0.0825,10.531748,0,1.6391727,1.3732093,1.5389555,1.8269273,3.1963003
0.083,10.384594,0,2.020743,1.3669199,1.532297,1.819672,3.1644433
0.0835,10.241182,0,2.5021198,1.3606451,1.5256531,1.8124311,3.1325226
0.084,10.101296,0,3.1030532,1.3543847,1.5190235,1.8052046,3.1010799
0.0845,9.9647394,0,3.8405593,1.3481387,1.5124084,1.7979925,3.0704659
0.085,9.8313288,0,4.7202724,1.3419072,1.5058077,1.7907949,3.0407553
0.0855,9.700896,0,5.7305845,1.3356901,1.4992214,1.7836117,3.0117675
0.086,9.5732854,0,6.8410868,1.3294875,1.4926496,1.776443,2.9831672
0.0865,9.4483528,0,8.0054973,1.3232992,1.4860922,1.7692887,2.9545998
0.087,9.3259644,0,9.1680008,1.3171255,1.4795492,1.7621488,2.9258098
0.0875,9.2059957,0,10.271146,1.3109661,1.4730207,1.7550234,2.896708
0.088,9.0883309,0,11.263331,1.3048212,1.4665066,1.7479124,2.8673725
0.0885,8.9728622,0,12.104349,1.2986907,1.460007,1.7408158,2.837995
0.089,8.8594888,0,12.768223,1.2925747,1.4535218,1.7337337,2.8087989
0.0895,8.7481167,0,13.243304,1.2864731,1.447051,1.726666,2.7799611
0.09,8.638658,0,13.530202,1.2803859,1.4405947,1.7196128,2.7515619
0.0905,8.5310302,0,13.638406,1.2743132,1.4341528,1.7125739,2.7235746
0.091,8.4251561,0,13.582504,1.2682549,1.4277253,1.7055496,2.6958925
0.0915,8.3209634,0,13.378773,1.262211,1.4213123,1.6985396,2.6683764
0.092,8.2183839,0,13.042657,1.2561816,1.4149137,1.6915441,2.6409049
0.0925,8.117354,0,12.587394,1.2501666,1.4085295,1.684563,2.6134111
0.093,8.0178133,0,12.023775,1.244166,1.4021598,1.6775964,2.5858943
0.0935,7.9197053,0,11.360835,1.2381799,1.3958045,1.6706442,2.5584095
0.094,7.8229767,0,10.607121,1.2322082,1.3894636,1.6637064,2.5310397
