t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4,KE_body5,KE_body6,KE_body7,KE_body8
0.064,38.695589,0,10.106266,3.3668408e-05,0.038025227,0.036013616,0.035373984,0.048654861,4.4789873e-05,0.00094107682,0.035917932
0.0645,38.430332,0,8.8781642,7.2913723e-06,0.039165368,0.037123415,0.036473958,0.050272866,1.3607518e-05,0.00076581091,0.041244805
0.065,38.171541,0,7.5002396,1.6155625e-07,0.04032235,0.038250055,0.037590773,0.051917335,4.6943083e-07,0.00060858926,0.047311901
0.0655,37.918947,0,6.0640228,1.227896e-05,0.041496173,0.039393536,0.03872443,0.05358827,5.3756125e-06,0.00046941188,0.052744683
0.066,37.672301,0,4.6627429,4.3643584e-05,0.042686837,0.040553859,0.039874928,0.05528567,2.8326063e-05,0.00034827876,0.056789314
0.0665,37.431368,0,3.3846027,9.4255428e-05,0.043894343,0.041731023,0.041042268,0.057009535,6.9320782e-05,0.00024518992,0.059469054
0.067,37.195927,0,2.3082733,0.00016411449,0.04511869,0.042925028,0.042226448,0.058759864,0.00012835977,0.00016014535,0.061404824
0.0675,36.965773,0,1.499537,0.00025322078,0.046359879,0.044135874,0.04342747,0.060536659,0.00020544303,9.3145041e-05,0.063442026
0.068,36.740709,0,1.0081663,0.00036157428,0.047617909,0.045363562,0.044645334,0.062339918,0.00030057055,4.4189005e-05,0.066271106
0.0685,36.520553,0,0.86473392,0.000489175,0.04889278,0.046608091,0.045880038,0.064169643,0.00041374235,1.3277237e-05,0.070191459
0.069,36.30513,0,1.0777598,0.00063602295,0.050184492,0.047869462,0.047131584,0.066025832,0.00054495841,4.0973759e-07,0.075079854
0.0695,36.094277,0,1.6320844,0.00080211811,0.051493046,0.049147674,0.048399972,0.067908486,0.00069421874,5.5865072e-06,0.080531098
0.07,35.887839,0,2.4894144,0.0009874605,0.052818441,0.050442727,0.0496852,0.069817605,0.00086152334,2.8807546e-05,0.086078056
0.0705,35.685667,0,3.5916109,0.0011920501,0.054160677,0.051754621,0.05098727,0.071753189,0.0010468722,7.0072853e-05,0.091387211
0.071,35.487624,0,4.8666412,0.0014158869,0.055519755,0.053083357,0.052306181,0.073715238,0.0012502653,0.00012938243,0.096358292
0.0715,35.293575,0,6.2364409,0.001658971,0.056895674,0.054428934,0.053641934,0.075703752,0.0014717028,0.00020673627,0.10110998
0.072,35.103394,0,7.6254518,0.0019213022,0.058288434,0.055791353,0.054994528,0.077718731,0.0017111844,0.00030213439,0.10588266
0.0725,34.916962,0,8.9684689,0.0022028807,0.059698036,0.057170612,0.056363963,0.079760175,0.0019687104,0.00041557677,0.11091508
0.073,34.734162,0,10.216636,0.0025037064,0.061124479,0.058566713,0.05775024,0.081828084,0.0022442806,0.00054706342,0.11634969
0.0735,34.554887,0,11.340887,0.0028237793,0.062567763,0.059979656,0.059153357,0.083922457,0.0025378951,0.00069659434,0.12219772
0.074,34.37903,0,12.332682,0.0031630995,0.064027888,0.06140944,0.060573317,0.086043296,0.0028495538,0.00086416953,0.12836458
0.0745,34.206491,0,13.202355,0.0035216669,0.065504855,0.062856065,0.062010117,0.088190599,0.0031792568,0.001049789,0.13471173
0.075,34.037174,0,13.975711,0.0038994814,0.066998663,0.064319531,0.063463759,0.090364368,0.0035270041,0.0012534527,0.14112221
0.0755,33.870987,0,14.689594,0.0042965432,0.068509313,0.065799838,0.064934242,0.092564601,0.0038927957,0.0014751607,0.14754243
0.076,33.707841,0,15.387086,0.0047128523,0.070036804,0.067296987,0.066421566,0.094791299,0.0042766315,0.001714913,0.15398893
0.0765,33.547652,0,16.112828,0.0051484085,0.071581136,0.068810978,0.067925732,0.097044463,0.0046785116,0.0019727095,0.16052508
0.077,33.390336,0,16.90878,0.005603212,0.073142309,0.070341809,0.069446739,0.099324091,0.005098436,0.0022485503,0.167224
0.0775,31.70227,0.00069999493,15.636943,0.0060772627,0.074720324,0.071889482,0.070984588,0.10163018,0.0055364046,0.0025424354,0.010692667
0.078,30.481102,0.0010574655,14.421668,0.0065705606,0.07631518,0.073453996,0.072539277,0.10396274,0.0059924175,0.0028543647,0.30923793
0.0785,29.586607,0.0010323147,14.331223,0.0070831057,0.077926878,0.075035352,0.074110808,0.10632176,0.0064664747,0.0031843383,1.1163259
0.079,28.914305,0.00075929288,15.025796,0.007614898,0.079555416,0.076633549,0.075699181,0.10870725,0.0069585761,0.0035323562,1.9092946
0.0795,28.394114,0.00040259565,16.001923,0.0081659376,0.081200796,0.078248587,0.077304394,0.11111921,0.0074687218,0.0038984183,2.2853962
0.08,27.991454,9.4778195e-05,17.146414,0.0087362244,0.082863018,0.079880467,0.078926449,0.11355762,0.0079969118,0.0042825247,2.2781021
0.0805,27.712757,0,18.392067,0.0093257584,0.08454208,0.081529187,0.080565346,0.11602251,0.008543146,0.0046846754,2.2513468
0.081,27.45442,0,19.652647,0.0099345396,0.086237984,0.083194749,0.082221083,0.11851385,0.0091074245,0.0051048704,2.2460937
0.0815,27.210415,0,20.825397,0.010562568,0.08795073,0.084877153,0.083893662,0.12103167,0.0096897473,0.0055431096,2.247219
0.082,26.978512,2.635438e-05,21.815448,0.011209844,0.089680316,0.086576398,0.085583082,0.12357594,0.010290114,0.0059993931,2.2505561
0.0825,26.754425,0.0001417003,22.510732,0.011876367,0.091426744,0.088292484,0.087289344,0.12614669,0.010908526,0.0064737208,2.3097431
0.083,26.538053,0.00020786073,22.834429,0.012562137,0.093190014,0.090025411,0.089012447,0.12874389,0.011544981,0.0069660929,2.5075146
0.0835,26.225754,0.00025809435,22.799175,0.013267154,0.094970124,0.09177518,0.090752391,0.08086967,0.012199481,0.0074765092,2.8429702
0.084,25.779765,0.00036613691,22.432483,0.013991419,0.045265054,0.09354179,0.092509177,0.030839444,0.012872025,0.0080049697,3.2393992
0.0845,25.356357,0.00039555408,21.920608,0.01473493,0.024402273,0.071717038,0.094282803,0.073860565,0.013562614,0.0085514746,3.6170106
0.085,24.966435,0.00046502478,21.477143,0.015497689,0.053810039,0.016686057,0.057871773,0.16481023,0.014271246,0.0091160237,3.922946
